,record_id,start_page,volume,numeric_pub_date,record_title,issue,pagination,url_doc_view,pub_id,review_type,reviewed_book_genre,genre_parsed
756,136612423,368,95,19100618,Review 6 -- No Title,7,368,http://search.proquest.com/docview/136612423/,35617,single_focus,Nonfiction - biographical,nonfiction
757,136614079,613,86,19070720,The Galleries of Florence,12,613,http://search.proquest.com/docview/136614079/,35617,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
758,136617378,237,,19060922,The Culture of the Soul,,237,http://search.proquest.com/docview/136617378/,35617,single_focus,Nonfiction - religious,nonfiction
759,136623429,316,90,19081010,Constitutional History of England,6,316,http://search.proquest.com/docview/136623429/,35617,single_focus,Nonfiction - historical,nonfiction
760,136625622,610,88,19080314,Child Labor,11,610,http://search.proquest.com/docview/136625622/,35617,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
767,136709332,556,24,18811207,BLACKIES LAY SERMONS.1,23,556,http://search.proquest.com/docview/136709332/,35616,single_focus,Nonfiction - religious,nonfiction
768,136751702,151,4,18950301,Review 23 -- No Title,13,151,http://search.proquest.com/docview/136751702/,24702,single_focus,Nonfiction - religious,nonfiction
769,136752909,372,7,18980601,Review 11 -- No Title,26,372,http://search.proquest.com/docview/136752909/,24702,single_focus,Nonfiction - religious,nonfiction
770,136760304,759,6,18971201,Review 14 -- No Title,24,759,http://search.proquest.com/docview/136760304/,24702,single_focus,Nonfiction - religious,nonfiction
771,136846567,480,42,18830428,Review 1 -- No Title,17,480,http://search.proquest.com/docview/136846567/,24230,single_focus,Nonfiction - science,nonfiction
772,136863090,204,78,19010202,Review 1 -- No Title,5,,http://search.proquest.com/docview/136863090/,24230,single_focus,Nonfiction - science,nonfiction
774,136871263,671,81,19021004,Review 2 -- No Title,14,,http://search.proquest.com/docview/136871263/,24230,single_focus,Nonfiction - science,nonfiction
775,136883779,343,11,18810226,Review 2 -- No Title,11,343,http://search.proquest.com/docview/136883779/,24284,single_focus,Nonfiction - science,nonfiction
777,136894051,68,20,18900118,Review 1 -- No Title,593,68,http://search.proquest.com/docview/136894051/,24285,single_focus,Nonfiction - science,nonfiction
778,136917170,571,24,18920528,Review 2 -- No Title,22,571,http://search.proquest.com/docview/136917170/,24285,single_focus,Nonfiction - science,nonfiction
779,136918979,335,15,18810701,Review 1 -- No Title,3,335,http://search.proquest.com/docview/136918979/,24425,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
781,136981322,83,101,19120511,Review 2 -- No Title,2,83,http://search.proquest.com/docview/136981322/,35617,single_focus,Drama,drama
784,137004313,320,137,19240625,TRAVEL AND DESCRIPTION,8,320,http://search.proquest.com/docview/137004313/,35617,single_focus,Nonfiction - travel,nonfiction
786,137050115,22,34,18861230,UNIVERSALISM IN AMERICA.1,27,22,http://search.proquest.com/docview/137050115/,35616,single_focus,Nonfiction - religious,nonfiction
790,137077283,22,34,18860923,SHALL CITIES CONTROL THE GAS WORKS?1,13,22,http://search.proquest.com/docview/137077283/,35616,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
794,137107056,284,195,19120201,WILLIAM JAMES AND OTHER ESSAYS.,675,284,http://search.proquest.com/docview/137107056/,40705,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
795,137110441,22,37,18880105,AN ARTIST'S RECOLLECTIONS.1,1,22,http://search.proquest.com/docview/137110441/,35616,single_focus,Nonfiction - autobiographical,nonfiction
800,137200952,120,92,18960301,In the Path of Light Around the World. A Missionary Tour.,3,120,http://search.proquest.com/docview/137200952/,35682,single_focus,Nonfiction - travel,nonfiction
801,137211244,9,140,18850101,FROUDE'S LIFE OF CARLYLE.,338,9,http://search.proquest.com/docview/137211244/,40705,single_focus,Nonfiction - biographical,nonfiction
803,137391168,107,VOL. III.,18840101,Virginia.1,No. 1.,107,http://search.proquest.com/docview/137391168/,24705,single_focus,Nonfiction - historical,nonfiction
804,137394179,90,Vol. LII,19080701,Review 2 -- No Title,No. 1,90,http://search.proquest.com/docview/137394179/,24705,single_focus,Fiction - novel,fiction
805,137404867,180,VOL. LXXII,19180801,Review 2 -- No Title,No. 2,180,http://search.proquest.com/docview/137404867/,24705,single_focus,Nonfiction - autobiographical,nonfiction
806,137412786,553,,19181001,Review 2 -- No Title,3,553,http://search.proquest.com/docview/137412786/,25258,single_focus,Nonfiction - religious,nonfiction
807,137412843,611,,19091001,Review 7 -- No Title,4,611,http://search.proquest.com/docview/137412843/,25258,single_focus,Nonfiction - historical,nonfiction
809,137448397,741,VI,18911201,Review 9 -- No Title,4,741,http://search.proquest.com/docview/137448397/,41163,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
813,137484231,336,V,18900601,Review 6 -- No Title,2,336,http://search.proquest.com/docview/137484231/,41163,single_focus,Nonfiction - historical,nonfiction
814,137485069,147,XX,19050301,Review 5 -- No Title,1,147,http://search.proquest.com/docview/137485069/,41163,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
816,137545522,574,,19011001,Review 2 -- No Title,4,574,http://search.proquest.com/docview/137545522/,25258,single_focus,Nonfiction - religious,nonfiction
817,137573733,190,VOL. XXXI.,18980201,How to Build a Home1,No. 182,190,http://search.proquest.com/docview/137573733/,24705,single_focus,Nonfiction - advice,nonfiction
819,137582298,530,XVII,19020901,Review 7 -- No Title,3,530,http://search.proquest.com/docview/137582298/,41163,single_focus,Nonfiction - historical,nonfiction
820,137588340,424,,18990601,Review 3 -- No Title,3,424,http://search.proquest.com/docview/137588340/,25258,single_focus,Nonfiction - historical,nonfiction
821,137636080,721,XVIII,19031201,Review 12 -- No Title,4,721,http://search.proquest.com/docview/137636080/,41163,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
824,137693820,110,14,18910501,Review 2 -- No Title,1,,http://search.proquest.com/docview/137693820/,25160,single_focus,Nonfiction - biographical,nonfiction
825,137905361,290,88,18890601,Review 2 -- No Title,6,290,http://search.proquest.com/docview/137905361/,25243,single_focus,Nonfiction - reference,nonfiction
830,760121714,5,7,19031213,"""Richard Wagner in the Mirror of Criticism""",5,,http://search.proquest.com/docview/760121714/,54250,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
838,88403304,381,17,18981201,THE ETERNAL CITY,5,,http://search.proquest.com/docview/88403304/,40426,single_focus,Nonfiction - historical,nonfiction
841,88407598,53,22,19010201,CONCERNING CATS,1,,http://search.proquest.com/docview/88407598/,40426,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
843,88435825,A24,8,18820107,A SYSTEM OF SURGERY,1,,http://search.proquest.com/docview/88435825/,40269,single_focus,Nonfiction - science,nonfiction
844,886556758,186,15,19210101,MRS. PIPER OUT-PIPERED,29,,http://search.proquest.com/docview/886556758/,54004,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
847,89641222,375,XXI,18961216,CURTIS ON THE CONSTITUTION.,252,375,http://search.proquest.com/docview/89641222/,25244,single_focus,Nonfiction - historical,nonfiction
848,89641746,78,VI,18850701,Review 8 -- No Title,63,78,http://search.proquest.com/docview/89641746/,25244,single_focus,Nonfiction - historical,nonfiction
849,89642340,208,VI,18851201,STUDIES IN SHAKESPEARE.,68,208,http://search.proquest.com/docview/89642340/,25244,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
850,89642709,110,XIV.,18930216,WRITINGS OF THOMAS JEFFERSON.,160,110,http://search.proquest.com/docview/89642709/,25244,single_focus,Nonfiction - biographical,nonfiction
852,89646113,285,XIX,18951116,THE CONCLUSION OF BAIRD'S HISTORY OF THE HUGENOTS.,226,285,http://search.proquest.com/docview/89646113/,25244,single_focus,Nonfiction - historical,nonfiction
855,89655249,343,XXVI,18990516,Men and measures of Jackson's time.,310,343,http://search.proquest.com/docview/89655249/,25244,single_focus,Nonfiction - historical,nonfiction
856,89655696,200,XXVI,18990316,The German Emperor in private life.,306,200,http://search.proquest.com/docview/89655696/,25244,single_focus,Nonfiction - biographical,nonfiction
857,89656875,195,18,18960501,Review 1 -- No Title,3,195,http://search.proquest.com/docview/89656875/,24482,single_focus,Nonfiction - science,nonfiction
858,89656889,149,XXVI,18990301,THE MEMORIALS OF LORD SELBORNE.,305,149,http://search.proquest.com/docview/89656889/,25244,single_focus,Nonfiction - autobiographical,nonfiction
859,89664003,111,XXX,19010216,Review 1 -- No Title,352,111,http://search.proquest.com/docview/89664003/,25244,single_focus,Nonfiction - historical,nonfiction
860,89664845,441,XXXIX,19051216,HENRY JAMES: AN APPRECIATION.,468,441,http://search.proquest.com/docview/89664845/,25244,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
862,89668294,9,XXXIII,19020701,THE LATEST AND LAST OF MR. SPENCER'S WRITINGS.,385,9,http://search.proquest.com/docview/89668294/,25244,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
863,89669022,90,L,19110201,THE GENIUS OF BALZAC.,591,90,http://search.proquest.com/docview/89669022/,25244,single_focus,Nonfiction - biographical,nonfiction
864,89669855,192,XL,19060316,JAPANESE ARCHITECTURE AND ALLIED ARTS.,474,192,http://search.proquest.com/docview/89669855/,25244,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
866,89670781,14,XLV,19080701,A BRITISH DIPLOMAT'S RECOLLECTIONS.,529,14,http://search.proquest.com/docview/89670781/,25244,single_focus,Nonfiction - autobiographical,nonfiction
867,89671870,382,XLVII,19091116,"""A STILL, STRONG MAN.""",562,382,http://search.proquest.com/docview/89671870/,25244,single_focus,Nonfiction - biographical,nonfiction
868,89672139,337,XLVII,19091101,Familiar life of S. A. Douglas.,561,337,http://search.proquest.com/docview/89672139/,25244,single_focus,Nonfiction - biographical,nonfiction
869,89672164,10,LI,19110701,WAGNER'S AUTOBIOGRAPHY.,601,10,http://search.proquest.com/docview/89672164/,25244,single_focus,Nonfiction - autobiographical,nonfiction
872,89678203,418,LIX,19151111,PETRARCH AGAIN.,705,418,http://search.proquest.com/docview/89678203/,25244,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
873,89678544,398,XLVIII,19100601,The pensive oyster and retiring clam.,575,398,http://search.proquest.com/docview/89678544/,25244,single_focus,Nonfiction - science,nonfiction
874,89679735,116,,19170816,RUSSIAN MEMORIES.,747,116,http://search.proquest.com/docview/89679735/,25244,single_focus,Nonfiction - autobiographical,nonfiction
876,89680750,221,LX,19160302,Luther's works in English dress.,713,221,http://search.proquest.com/docview/89680750/,25244,single_focus,Nonfiction - religious,nonfiction
877,89683500,56,LVII,19140716,An Italian student of criminology.,674,56,http://search.proquest.com/docview/89683500/,25244,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
878,89687165,313,LXVI,19190322,THE MIRROR AND THE LAMP.,786,313,http://search.proquest.com/docview/89687165/,25244,single_focus,Fiction - novel,fiction
883,89762776,859,39,18840601,Review 5 -- No Title,6,859,http://search.proquest.com/docview/89762776/,24087,single_focus,Nonfiction - autobiographical,nonfiction
887,89806553,274,,18820401,Review 10 -- No Title,137,274,http://search.proquest.com/docview/89806553/,24907,single_focus,Nonfiction - religious,nonfiction
888,89808366,230,,18810101,The Church of the Future.,,230,http://search.proquest.com/docview/89808366/,24907,single_focus,Nonfiction - religious,nonfiction
889,89809419,281,37,18820101,IV. BIOGRAPHY.,136,281,http://search.proquest.com/docview/89809419/,24907,single_focus,Nonfiction - biographical,nonfiction
891,89812878,279,55,18891001,Review 10 -- No Title,,279,http://search.proquest.com/docview/89812878/,24908,single_focus,Fiction - short story,fiction
894,90010449,137,76,19131016,THE GARDEN OF DESIRE,3385,137,http://search.proquest.com/docview/90010449/,24565,single_focus,Fiction - novel,fiction
896,90039035,271,15,18840823,A FAIR MAID.,17,271,http://search.proquest.com/docview/90039035/,25067,single_focus,Fiction - novel,fiction
897,90053551,323,20,18890928,GOTTFRIED KELLER AND HIS LATEST NOVEL.,20,323,http://search.proquest.com/docview/90053551/,25067,single_focus,Fiction - novel,fiction
898,90067735,137,21,18900426,IN A CLUB CORNER.,9,,http://search.proquest.com/docview/90067735/,25067,single_focus,Nonfiction - autobiographical,nonfiction
899,90069853,276,28,18970821,WOMAN AND THE REPUBLIC.,17,,http://search.proquest.com/docview/90069853/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
900,90070725,149,25,18940519,A JOURNEY IN OTHER WORLDS.,10,,http://search.proquest.com/docview/90070725/,25067,single_focus,Fiction - novel,fiction
901,90073662,255,23,18920730,THE BARREN GROUND OF NORTHERN CANADA.,16,,http://search.proquest.com/docview/90073662/,25067,single_focus,Nonfiction - travel,nonfiction
903,90082618,227,18,18870723,WILHELMINE'S MEMOIRS.,15,227,http://search.proquest.com/docview/90082618/,25067,single_focus,Nonfiction - autobiographical,nonfiction
904,90082664,270,28,18970821,SEVENTEENTH CENTURY STUDIES.,17,,http://search.proquest.com/docview/90082664/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
905,90088137,394,11,18801106,LORD BRACKENBURY.,23,394,http://search.proquest.com/docview/90088137/,25067,single_focus,Fiction - novel,fiction
907,90103625,203,14,18830630,A PERIPATETIC IN HELLAS.,13,203,http://search.proquest.com/docview/90103625/,25067,single_focus,Nonfiction - travel,nonfiction
908,90105510,4,19,18880107,THOREAU'S WINTER JOURNAL.,1,4,http://search.proquest.com/docview/90105510/,25067,single_focus,Nonfiction - biographical,nonfiction
909,90115938,220,17,18860626,Review 1 -- No Title,13,220,http://search.proquest.com/docview/90115938/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
911,90117442,361,18,18871029,AN UNKNOWN COUNTRY.,22,361,http://search.proquest.com/docview/90117442/,25067,single_focus,Nonfiction - travel,nonfiction
912,90119457,199,23,18920604,The Technique of Rest.,12,,http://search.proquest.com/docview/90119457/,25067,single_focus,Nonfiction - advice,nonfiction
913,90124345,437,11,18801204,Review 6 -- No Title,25,437,http://search.proquest.com/docview/90124345/,25067,single_focus,Poetry,poetry
914,90127265,83,25,18940324,THE GREATER GLORY.,6,,http://search.proquest.com/docview/90127265/,25067,single_focus,Fiction - novel,fiction
916,90129938,432,18,18871126,How I was Educated.,24,432,http://search.proquest.com/docview/90129938/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
917,90135301,306,12,18810910,HOMOSELLE.,19,306,http://search.proquest.com/docview/90135301/,25067,single_focus,Fiction - novel,fiction
918,90135380,322,20,18890928,TWO CORONETS.,20,322,http://search.proquest.com/docview/90135380/,25067,single_focus,Fiction - novel,fiction
919,90135612,387,23,18921105,PHILOSOPHY.,23,,http://search.proquest.com/docview/90135612/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
920,90137175,498,23,18921231,Uncle Remus and His Friends.,27,,http://search.proquest.com/docview/90137175/,25067,single_focus,Fiction - short story,fiction
924,90146669,291,19,18880915,MISS TRAILL'S STUDIES IN CRITICISM.,19,291,http://search.proquest.com/docview/90146669/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
926,90146921,229,19,18880721,A HISTORY OF SCOTLAND.,15,229,http://search.proquest.com/docview/90146921/,25067,single_focus,Nonfiction - historical,nonfiction
927,90148591,52,26,18950223,THE RUSSIAN JEWS.,4,,http://search.proquest.com/docview/90148591/,25067,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
928,90150121,423,26,18951130,LIFE IN THE TUILERIES.,24,,http://search.proquest.com/docview/90150121/,25067,single_focus,Nonfiction - historical,nonfiction
930,90156577,445,12,18811203,IN THE FROZEN WORLD.,25,445,http://search.proquest.com/docview/90156577/,25067,single_focus,Nonfiction - travel,nonfiction
931,90161634,118,34,19030501,ANCIENT EGYPT.,5,,http://search.proquest.com/docview/90161634/,25067,single_focus,Nonfiction - historical,nonfiction
932,90167733,99,19,18880331,"CHOATE, WEBSTER, LINCOLN, AND GRANT.",7,99,http://search.proquest.com/docview/90167733/,25067,single_focus,Nonfiction - historical,nonfiction
934,90174040,21,28,18970123,DURUY'S HISTORY OF FRANCE.,2,,http://search.proquest.com/docview/90174040/,25067,single_focus,Nonfiction - historical,nonfiction
935,90175002,169,34,19030701,THE LIFE OF A THIEF.,7,,http://search.proquest.com/docview/90175002/,25067,single_focus,Nonfiction - autobiographical,nonfiction
936,90176684,263,221,18990422,IRISH LIFE AND CHARACTER.,2859,263,http://search.proquest.com/docview/90176684/,35438,single_focus,Fiction - short story,fiction
937,90197489,261,34,19031001,Review 3 -- No Title,10,,http://search.proquest.com/docview/90197489/,25067,single_focus,Fiction - novel,fiction
939,90260196,336,318,19230818,Review 1 -- No Title,4128,336,http://search.proquest.com/docview/90260196/,35438,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
945,90330305,17,40,18880329,Review 3 -- No Title,2052,17,http://search.proquest.com/docview/90330305/,24565,single_focus,Nonfiction - religious,nonfiction
946,90332829,11,35,18831220,Review 7 -- No Title,1829,11,http://search.proquest.com/docview/90332829/,24565,single_focus,Nonfiction - advice,nonfiction
947,90352866,11,39,18870505,THE BAMPTON LECTURES FOR 1886.,2005,11,http://search.proquest.com/docview/90352866/,24565,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
949,90364802,11,37,18850611,"GROVE'S ""DICTIONARY,"" PART XX.",1906,11,http://search.proquest.com/docview/90364802/,24565,single_focus,Nonfiction - reference,nonfiction
950,90367488,11,34,18820323,Review 7 -- No Title,1738,11,http://search.proquest.com/docview/90367488/,24565,single_focus,Nonfiction - religious,nonfiction
951,90373997,469,195,18921119,THE QUAKER POET.,2525,469,http://search.proquest.com/docview/90373997/,35437,single_focus,Poetry,poetry
954,90393221,17,40,18880301,Review 3 -- No Title,2048,17,http://search.proquest.com/docview/90393221/,24565,single_focus,Nonfiction - religious,nonfiction
958,90426602,17,40,18880809,Review 1 -- No Title,2071,17,http://search.proquest.com/docview/90426602/,24565,single_focus,Fiction - short story,fiction
960,90445484,21,42,18900320,"DR. RITTER'S ""KUSIC IN AMERICA.""",2155,21,http://search.proquest.com/docview/90445484/,24565,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
962,90473703,1255,58,19050601,Review 2 -- No Title,2948,1255,http://search.proquest.com/docview/90473703/,24565,single_focus,Nonfiction - science,nonfiction
964,90491457,944,63,19071017,Review 3 -- No Title,3072,944,http://search.proquest.com/docview/90491457/,24565,single_focus,Nonfiction - historical,nonfiction
965,90502737,2897,54,19021204,The White Wolf,2818,2897,http://search.proquest.com/docview/90502737/,24565,single_focus,Fiction - short story,fiction
966,90510855,342,50,18980804,A TEXT-BOOK OF PHYSICS.,2592,342,http://search.proquest.com/docview/90510855/,24565,single_focus,Nonfiction - science,nonfiction
967,90517789,2054,55,19030827,Aaron Burr,2856,2054,http://search.proquest.com/docview/90517789/,24565,single_focus,Nonfiction - historical,nonfiction
969,90527148,2930,55,19031210,Benjamin Disraeli,2871,2930,http://search.proquest.com/docview/90527148/,24565,single_focus,Nonfiction - biographical,nonfiction
972,90539385,2087,54,19020828,Ruskin and the English Lakes.,2804,2087,http://search.proquest.com/docview/90539385/,24565,single_focus,Nonfiction - biographical,nonfiction
975,90555133,594,69,19100915,Celt and Saxon,3224,594,http://search.proquest.com/docview/90555133/,24565,single_focus,Fiction - novel,fiction
976,90557538,763,68,19100407,Review 8 -- No Title,3201,763,http://search.proquest.com/docview/90557538/,24565,single_focus,Nonfiction - travel,nonfiction
977,90561396,40,59,19050701,Arabian Sources of the Mosaic Narrative,2953,40,http://search.proquest.com/docview/90561396/,24565,single_focus,Nonfiction - historical,nonfiction
978,90563266,215,62,19070124,Review 6 -- No Title,3034,215,http://search.proquest.com/docview/90563266/,24565,single_focus,Nonfiction - historical,nonfiction
980,90565255,921,66,19090429,Review 2 -- No Title,3152,921,http://search.proquest.com/docview/90565255/,24565,single_focus,Nonfiction - travel,nonfiction
981,90566851,1453,67,19091223,Review 6 -- No Title,3186,1453,http://search.proquest.com/docview/90566851/,24565,single_focus,Fiction - novel,fiction
983,90574871,296,110,19230428,Mid-Victorian Science Under Fire,3841,296,http://search.proquest.com/docview/90574871/,24567,single_focus,Fiction - novel,fiction
984,90581659,416,72,19120222,Review 1 -- No Title,3299,416,http://search.proquest.com/docview/90581659/,24565,single_focus,Nonfiction - reference,nonfiction
985,90582034,1068,65,19081105,Review 5 -- No Title,3127,1068,http://search.proquest.com/docview/90582034/,24565,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
989,90604485,2118,53,19010905,Disjecta Membra,2753,2118,http://search.proquest.com/docview/90604485/,24565,single_focus,Fiction - novel,fiction
992,90611376,1069,65,19081105,Review 4 -- No Title,3127,1069,http://search.proquest.com/docview/90611376/,24565,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
994,90612978,415,88,19161204,GOTHIC ARCHITECTURE,3548,415,http://search.proquest.com/docview/90612978/,24565,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
996,90624400,350,91,19170901,Ancient Beliefs,3587,350,http://search.proquest.com/docview/90624400/,24565,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
997,90634096,461,108,19220513,Governmental Philosophy,3816,461,http://search.proquest.com/docview/90634096/,24567,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
999,90769643,18,82,19230816,DRAMA,2128,18,http://search.proquest.com/docview/90769643/,35397,single_focus,Drama,drama
1004,90832258,285,Vol. LXXII,19240801,Heirs Apparent,No. 2,285,http://search.proquest.com/docview/90832258/,24215,single_focus,Fiction - novel,fiction
1005,90856638,584,VOL. XL.,19081201,THE UNDERSTANDING OF JOHN KEATS,NO. 6,584,http://search.proquest.com/docview/90856638/,24215,single_focus,Nonfiction - biographical,nonfiction
1007,91006924,379,55,18820708,Siberia.,48,379,http://search.proquest.com/docview/91006924/,24330,single_focus,Nonfiction - travel,nonfiction
1012,124729983,732,59,19240801,THE BOOK OF THE MONTH,6,,http://search.proquest.com/docview/124729983/,24243,single_focus,Nonfiction - biographical,nonfiction
1014,124730230,678,58,19240201,Wise Reminiscence,6,,http://search.proquest.com/docview/124730230/,24243,single_focus,Nonfiction - autobiographical,nonfiction
1024,124730550,210,59,19240401,Is Publicity a Menace?,2,,http://search.proquest.com/docview/124730550/,24243,single_focus,Nonfiction - social issues,nonfiction
1028,124730800,661,58,19240201,A SHELF OF RECENT BOOKS,6,,http://search.proquest.com/docview/124730800/,24243,single_focus,Nonfiction - autobiographical,nonfiction
1039,124731223,341,59,19240501,THE BOOK OF THE MONTH,3,,http://search.proquest.com/docview/124731223/,24243,single_focus,nonfiction - literary criticism,nonfiction
1042,124731305,490,60,19241201,Mr. Galsworthy's Gentle Ironies,4,,http://search.proquest.com/docview/124731305/,24243,single_focus,Fiction - novel,fiction
1052,124731702,214,59,19240401,A SHELF OF RECENT BOOKS,2,,http://search.proquest.com/docview/124731702/,24243,single_focus,Nonfiction - social issues,nonfiction
1053,124731703,88,60,19240901,THE BOOK OF THE MONTH,1,,http://search.proquest.com/docview/124731703/,24243,single_focus,Nonfiction - sensationalism,nonfiction
1060,124731969,241,59,19240401,Notes from France,2,,http://search.proquest.com/docview/124731969/,24243,single_focus,Fiction - novel,fiction
1061,124731981,465,59,19240601,MORE THACKERAY LETTERS,4,,http://search.proquest.com/docview/124731981/,24243,single_focus,Nonfiction - biographical,nonfiction
1064,124732325,87,60,19240901,An Age of Mysticism,1,,http://search.proquest.com/docview/124732325/,24243,single_focus,Nonfiction - biographical,nonfiction
1073,124732772,764,56,19230201,FOOTBALL LITERATURE,6,,http://search.proquest.com/docview/124732772/,24243,single_focus,Nonfiction - sports,nonfiction
1074,124732778,337,57,19230501,FREUD CROSSING THE ALPS,3,,http://search.proquest.com/docview/124732778/,24243,single_focus,Nonfiction - psychology,nonfiction
1077,124733057,330,58,19231101,LITERARY SYNTHESIS,3,,http://search.proquest.com/docview/124733057/,24243,single_focus,Nonfiction - academic/pseudo-academic,nonfiction
1078,124733077,622,56,19230101,THE EDITOR RECOMMENDS--,5,,http://search.proquest.com/docview/124733077/,24243,single_focus,Fiction - novel,fiction
1080,124733172,462,57,19230601,A SCHOLAR DISCUSSES PUBLIC OPINION,4,,http://search.proquest.com/docview/124733172/,24243,single_focus,Nonfiction,nonfiction
1081,124733282,67,58,19230901,The Making of the West Again,1,,http://search.proquest.com/docview/124733282/,24243,single_focus,Fiction,fiction
1082,124733326,669,37,19130801,"""A PRISONER IN FAIRYLAND""",6,,http://search.proquest.com/docview/124733326/,24243,single_focus,Fiction - novel,fiction
1085,124733406,570,37,19130701,"VIII PRICE COLLIER'S ""GERMANY AND THE GERMANS""",5,,http://search.proquest.com/docview/124733406/,24243,single_focus,Nonfiction - social issues,nonfiction
1087,124733465,666,37,19130801,"""O PIONEERS""",6,,http://search.proquest.com/docview/124733465/,24243,single_focus,Fiction,fiction
1088,124733500,536,37,19130701,"VIRGINIA""",5,,http://search.proquest.com/docview/124733500/,24243,single_focus,Fiction - novel,fiction
1090,124733530,622,56,19230101,Prophets of Stagedom,5,,http://search.proquest.com/docview/124733530/,24243,single_focus,Nonfiction,nonfiction
1096,124733593,540,37,19130701,"HAGAR REVELLY""",5,,http://search.proquest.com/docview/124733593/,24243,single_focus,Fiction - novel,fiction
1097,124733601,445,37,19130601,SEVEN BOOKS OF THE MONTH,4,,http://search.proquest.com/docview/124733601/,24243,single_focus,Fiction,fiction
1098,124733608,466,37,19130601,"VERA NIKTO'S ""A MERE WOMAN""",4,,http://search.proquest.com/docview/124733608/,24243,single_focus,Fiction,fiction
1099,124733642,459,37,19130601,NEW BOOKS BY NEW WRITERS,4,,http://search.proquest.com/docview/124733642/,24243,single_focus,Fiction,fiction
1100,124733644,425,37,19130601,THE PLAYS OF YESTERYEAR,4,,http://search.proquest.com/docview/124733644/,24243,single_focus,Nonfiction - drama,nonfiction
1102,124733682,460,37,19130601,"TRUMAN A. DEWEESE'S ""THE BEND IN THE ROAD""",4,,http://search.proquest.com/docview/124733682/,24243,single_focus,Nonfiction,nonfiction
1103,124733683,442,37,19130601,"THE JUDGMENT HOUSE""",4,,http://search.proquest.com/docview/124733683/,24243,single_focus,Fiction,fiction
1105,124733700,460,37,19130601,"ROBERT DULL ELDER'S ""THE SOJOURNER""",4,,http://search.proquest.com/docview/124733700/,24243,single_focus,Fiction - novel,fiction
1107,124733719,343,37,19130501,"NATALIE SUMNER LINCOLN'S ""THE LOST DESPATCH""",3,,http://search.proquest.com/docview/124733719/,24243,single_focus,Fiction,fiction
1109,124733741,457,37,19130601,"VI CYRUS TOWNSEND BRADY'S ""THE FETTERS OF FREEDOM""",4,,http://search.proquest.com/docview/124733741/,24243,single_focus,Fiction - historical,fiction
1110,124733744,441,37,19130601,"AN AFFAIR OF STATE""",4,,http://search.proquest.com/docview/124733744/,24243,single_focus,Fiction - novel,fiction
1111,124733751,339,37,19130501,"""THE HEART OF THE NIGHT WIND""",3,,http://search.proquest.com/docview/124733751/,24243,single_focus,Fiction,fiction
1113,124733764,340,37,19130501,NEW BOOKS BY NEW WRITERS,3,,http://search.proquest.com/docview/124733764/,24243,single_focus,Fiction,fiction
1114,124733773,212,57,19230401,AMERICA'S MUSICAL DIARY,2,,http://search.proquest.com/docview/124733773/,24243,single_focus,Nonfiction,nonfiction
1115,124733782,431,37,19130601,"DAMAGED GOODS""",4,,http://search.proquest.com/docview/124733782/,24243,single_focus,Nonfiction,nonfiction
1118,124733801,208,58,19231001,AN OUTLINE OF HEROES,2,,http://search.proquest.com/docview/124733801/,24243,single_focus,Nonfiction - historical,nonfiction
1120,124733829,346,37,19130501,"ETHEL GERTRUDE HART'S ""THE DREAM GIRL""",3,,http://search.proquest.com/docview/124733829/,24243,single_focus,Fiction,fiction
1121,124733834,214,37,19130401,"IV ALBERT EDWARDS'S ""COMRADE YETTA""",2,,http://search.proquest.com/docview/124733834/,24243,single_focus,Fiction - novel,fiction
1124,124733863,340,37,19130501,"MARGARET TURNBULL'S ""W. A. G.'S TALE""",3,,http://search.proquest.com/docview/124733863/,24243,single_focus,Fiction,fiction
